Player,Team_x,GP,MPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,TOV,PF,ORB,DRB,RPG,APG,SPG,BPG,PPG,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,WS,WS/48,Pick,Pos,Weight,Age,Pre-Draft Team,Agility,Shuttle Run,Sprint,Standing Vertical,Max Vertical Leap,Max Bench Press,Body Fat Percentage,Hand Length,Hand Width,Heightw/oshoesinches,Heightw/shoesinches,Standing_Reach_inches,Wingspan_inches
Gabe Pruitt,USC,25,34.4,5.2,12.8,0.406,2.7,7.2,0.38,3.8,4.7,0.803,2.7,2.1,0.6,3.5,4.1,3.1,2.2,0.3,16.9,0.562,0.512,159,2,11.8,6.8,20.3,15.1,3.4,0.8,26.2,-1.6,1.3,106.7,96.9,9.8,264.9,19,0.4,0.047,32,PG,185,21,USC,,,,,,,,,,,,,
Isaiah Thomas,UW,35,31.1,5.3,12.8,0.415,1.9,5.7,0.327,4.5,6.1,0.732,2.4,1.9,0.6,3.3,3.9,3.2,1.1,0.1,16.9,0.563,0.517,151.3,2.6,9.5,6,32.7,16.6,2.3,0.2,26.2,3.2,1.4,117.4,99.7,17.7,411,21.3,12.5,0.234,60,PG,185,22,Washington,10.49,-,3.14,31.5,40,13,0.067,8.25,9,68.75,70.25,91.5,73.75
Lawrence Roberts,MSU,30,32.7,5.8,11.2,0.522,0.4,1.3,0.3,4.8,7.6,0.634,2.4,2.3,3.4,6.7,10.1,1.2,1.4,0.6,16.9,0.571,0.54,145.7,11.8,21.8,16.9,7.7,14,2.6,2,25.4,-4.7,1.5,116.6,92.1,24.5,414.6,24.2,2,0.099,55,PF,240,22,Mississippi State,12.52,-,3.3,27.5,33,18,0.093,-,-,79.5,81,106.5,81.5
Derrick Byars,VU,34,31.4,6.1,13.3,0.457,2.3,6.2,0.373,2.5,3.6,0.711,2.4,2.4,1.6,3.3,4.9,3.4,1.4,0.1,17,0.567,0.544,154,6.1,12.1,9.2,23.2,13.6,2.7,0.4,28.1,-0.2,1.3,112.7,101.2,11.5,378.6,22.2,0.1,0.147,42,SG/SF,220,23,Vanderbilt,,,,,,,,,,,,,
Tyreke Evans,UM,37,29,6.2,13.6,0.455,0.9,3.4,0.274,3.7,5.2,0.711,3.6,2.4,1.3,4.1,5.4,3.9,2.1,0.8,17.1,0.529,0.489,144.1,4.9,15.1,10.1,29.4,18.2,4.2,2.7,32.8,-3.4,1.3,103.9,82.8,21.2,412.2,24.1,5.4,0.097,4,SG,220,19,Memphis,11.81,-,3.17,28.5,34,7,0.071,-,-,76,77.25,104,83.25
Mason Plumlee,DUKE,36,34.7,6.1,10.2,0.599,0,0,0,4.8,7.1,0.681,2.9,2.6,2.7,7.2,10,1.9,1,1.5,17.1,0.628,0.599,128,9.7,23.4,16.9,11.5,17.4,1.7,4.1,24.5,-4.4,1.7,117.2,90.8,26.4,546.8,24.9,6.1,0.14,22,PF,255,23,Duke,10.89,2.76,3.29,30.5,36,14,0.0615,9.75,9.5,83.25,84.5,108,83
Nikola Vucevic,USC,34,34.9,6.3,12.5,0.505,0.9,2.4,0.349,3.6,4.8,0.755,1.7,2.8,2.9,7.4,10.3,1.6,0.5,1.4,17.1,0.578,0.539,160.9,9.7,26,17.7,11,10.3,0.9,4.4,25.6,-1.9,1.4,119.2,93.6,25.6,501.1,25.4,7,0.133,16,C/PF,260,20,USC,12.02,-,3.27,23.5,25,8,0.061,9.25,10.25,82.25,83.75,112.5,88.5
Harrison Barnes,UNC,38,29.2,6,13.7,0.44,1.3,3.6,0.358,3.7,5.1,0.723,1.9,1.8,1.9,3.3,5.2,1.1,1.1,0.3,17.1,0.528,0.487,152,6.9,11,9,7.2,10.8,2,1.1,28,-3.8,1.2,110.9,94.5,16.4,340.1,20.4,6.7,0.139,7,SF,225,20,North Carolina,10.93,-,3.16,38,39.5,15,0.096,9,8.5,79,80,101.5,83.25
David Harrison,CU,29,31.6,6.4,10.2,0.631,0,0,0,4.3,8,0.539,2.7,3.2,3.7,5,8.8,0.9,0.6,2.9,17.1,0.613,0.631,116.9,12.6,15.7,14.2,6.1,16.1,1.1,8.9,25.7,-6.4,1.7,113.9,98.6,15.4,408.2,25.1,1.5,0.068,29,C,254,21,Colorado,,,,,,,,,,,,,
Rodney Carney,UM,37,27.2,5.9,13.6,0.436,2.8,7.1,0.391,2.5,3.6,0.712,1.5,2.3,1.5,2.8,4.3,1.2,1.3,0.7,17.2,0.56,0.537,153.9,5.8,10.3,8,9.3,8.7,2.7,2.5,27.8,-2.2,1.3,121,91.9,29.2,364.2,23.1,1.6,0.075,16,SF,205,22,Memphis,10.57,-,3.06,32,38.5,10,0.053,-,-,76.5,77.75,103.5,82
Shannon Brown,MSU,34,35.1,5.9,12.7,0.467,1.9,4.8,0.39,3.4,4.1,0.83,2.5,2.3,1.1,3.3,4.4,2.7,1.5,0.1,17.2,0.585,0.54,168.7,4.2,11.1,7.8,16.4,14.5,2.5,0.5,25.5,-2,1.4,114.8,102.5,12.3,353.4,19.7,3.4,0.096,25,SG,210,20,Michigan State,,,,,,,,,,,,,
Marcus Morris,KU,38,28.3,6.3,11.1,0.57,0.7,2,0.342,3.9,5.7,0.688,1.8,2.5,2.6,5,7.6,1.7,0.9,0.6,17.2,0.625,0.601,160.1,11.3,19.3,15.6,11.7,11.5,1.8,2.2,27,-2.3,1.6,126.3,92,34.4,504.4,27.3,5.4,0.091,14,SF/PF,235,21,Kansas,-,-,3.15,29,33,11,0.08,8.25,8.5,79,80.75,105.5,82
Nick Calathes,UF,36,33.3,5.7,11.8,0.482,2,5.2,0.39,3.8,5.3,0.707,3.3,1.9,0.9,4.5,5.3,6.4,1.9,0.2,17.2,0.599,0.568,158,3,15.6,9.3,35.9,18.7,3.3,0.5,26.5,2.8,1.5,117.1,96.7,20.4,530.9,25.1,1.5,0.062,45,SG/SF,213,20,Florida,,,,,,,,,,,,,
Iman Shumpert,GT,31,32,5.7,14.1,0.406,1.4,4.9,0.278,4.5,5.7,0.801,2.3,2.8,1.7,4.2,5.9,3.5,2.7,0.2,17.3,0.517,0.454,148.5,5.7,16.5,10.6,25.7,12,5,0.7,29.2,0.1,1.2,110.2,92.3,17.9,379.5,24,2.4,0.068,17,SG,220,20,Georgia Tech,11.1,-,3.18,36.5,42,18,0.065,9,9,76.25,77.5,99.5,81.5
Brandon Knight,UK,38,35.9,5.7,13.5,0.423,2.3,6.1,0.377,3.6,4.5,0.795,3.2,2.2,0.7,3.4,4,4.2,0.7,0.2,17.3,0.604,0.557,181.4,9.6,12.7,11.7,21,26,21.8,0,13.5,1.3,1.5,134.4,54.3,80,115.8,21.7,4.5,0.106,8,PG/SG,195,19,Kentucky,10.74,-,3.07,29,37.5,10,0.042,8.25,9.5,73.5,75.25,98.5,78.75
Kenneth Faried,MSU,35,34.7,6.7,10.7,0.623,0,0,0,4,6.9,0.577,2.6,3.1,5.7,8.8,14.5,1.1,1.9,2.3,17.3,0.619,0.623,120,20.7,31.7,26.2,7.4,15.8,3.7,9.3,24.6,-6,1.6,121.4,82.5,38.8,705.1,33.2,7.8,0.167,22,PF,228,21,Morehead State,11.35,-,3.26,30.5,35,16,0.063,8.5,10.25,78,79.5,108,84
JamesOn Curry,OSU,35,37,5.8,12.8,0.45,2.5,6.1,0.409,3.3,4.1,0.793,3,2.2,0.4,2.9,3.2,3.7,1.2,0.3,17.3,0.586,0.548,165.2,1.3,9.1,5.3,21.2,17,1.9,1,24.1,-1.4,1.4,112.9,102,10.9,343.9,18.1,0,,51,G,200,21,Oklahoma State,,,,,,,,,,,,,
Brandon Bass,LSU,30,33.6,6,10.6,0.567,0.4,0.9,0.462,4.9,6.3,0.777,1.8,2.4,2.7,6.3,9.1,0.8,0.8,1.6,17.3,0.637,0.586,180.6,9.6,21.4,15.6,5.5,11.7,1.4,5.1,23.3,-3.6,1.6,126.8,101.3,25.6,441.2,24.6,6.3,0.153,33,PF,250,20,LSU,11.61,-,3.24,31.5,33,18,0.093,-,-,78.25,79.25,106.5,86.5
Pape Sow,CSUF,28,32.2,5.7,11.6,0.494,0.3,0.9,0.333,5.6,8.2,0.675,3,3.6,3.1,6.6,9.7,0.9,1.6,0.6,17.3,0.558,0.506,150.2,10.8,25.8,17.9,6.4,16.4,3,2.3,28,-7.5,1.5,108.4,97.9,10.5,329.6,22.6,0.6,0.045,47,FC,224,22,Cal State Fullerton,12.13,-,3.27,28,31.5,18,0.093,-,-,80.5,82,108.5,86
Kirk Hinrich,KU,37,33.5,6.3,13.2,0.475,2.4,5.9,0.406,2.4,3.4,0.704,2.2,2.1,1,2.7,3.8,3.5,1.9,0.4,17.3,0.586,0.567,158.6,3.4,8.6,6.1,17.9,13.2,3.1,1.2,22.9,0.3,1.3,119.8,92.7,27.1,434.9,21.1,10.1,0.171,7,PG,190,22,Kansas,10.98,-,3.1,29,33.5,10,0.053,-,-,74.75,,98.5,78
Jamaal Franklin,SDSU,32,30.2,5.4,12.5,0.432,1.6,4.9,0.325,5,6.2,0.8,3,2.5,1.8,6.1,7.8,1.5,1,0.6,17.4,0.541,0.465,147.9,6,26.2,16.3,21.9,17.8,2.9,2.5,29.6,-3.6,1.4,106,85.4,20.6,448.9,24.1,0,-0.002,41,SG,191,21,San Diego State,-,-,-,-,-,-,0.0825,8.5,8.25,76,77.25,103.5,83.25
Nick Young,USC,37,33.1,6.4,12.3,0.524,1.2,2.7,0.44,3.4,4.3,0.786,2.4,2.5,1.2,3.4,4.6,1.4,0.7,0.3,17.4,0.609,0.573,175,4.4,11.2,8,9.4,14.5,1.2,0.8,26.4,-4.5,1.4,113.3,100,13.3,335.1,19.7,3.2,0.098,16,SG,210,22,USC,11,-,3.25,39.5,40.5,6,0.068,-,-,77,78.75,100.5,84
D.J. White,IU,33,33.5,6.5,10.8,0.605,0,0.1,0.333,4.3,6.2,0.689,1.9,2.5,3,7.2,10.2,0.8,0.8,1.6,17.4,0.632,0.606,162.8,11.1,23.7,17.8,5.2,12.2,1.4,5.4,23.9,-4.2,1.6,125.1,92.1,33,508.8,27.1,1.8,0.128,29,PF,250,21,Indiana,,,,,,,,,,,,,
Jonny Flynn,SU,38,37.3,5.8,12.6,0.459,1.2,3.7,0.317,4.7,6,0.786,3.4,1.4,0.6,2.2,2.7,6.7,1.4,0.2,17.4,0.566,0.506,156.2,1.8,5.9,4,32.4,18,2.2,0.4,24.2,2.7,1.4,115.4,103.1,12.3,460.4,19.5,0.1,0.002,6,PG,196,20,Syracuse,10.86,-,3.23,33,40,10,0.063,-,-,71.25,72.75,95.5,76
Jared Sullinger,OSU,37,30.4,6.2,11.9,0.519,0.4,1.1,0.4,4.7,6.2,0.768,1.9,2.9,3.1,6.1,9.2,1.2,1.2,1.1,17.5,0.591,0.538,168.7,12.4,23.7,18.1,8.6,11.5,2.3,4,27.9,-3.7,1.5,121.8,85.5,36.3,518.8,29,4.8,0.121,21,PF,260,20,Ohio State,12.77,-,3.81,29.5,31,9,0.107,9.25,9.75,79.75,81,105.5,85.25
Jae Crowder,MU,35,33,6.2,12.5,0.498,1.7,5.1,0.345,3.4,4.6,0.735,1.3,2.7,2,6.4,8.4,2.1,2.5,1,17.5,0.598,0.568,157.7,6.9,20.7,14.1,13.7,7.9,4.3,3.1,23.4,0.4,1.4,125.8,85,40.8,570.5,27.7,7.3,0.152,34,SF,235,21,Marquette,11.45,-,3.37,31,34.5,20,0.09,9.5,10.5,76.75,78.5,99.5,81.25
Sean May,UNC,37,26.8,6.2,10.9,0.567,0,0.1,0,5.2,6.8,0.758,2.5,2.4,3.8,7,10.8,1.7,1.2,1,17.5,0.62,0.567,132.5,16,25.8,21.2,11.7,15.3,2.3,3.9,27.7,-4.6,1.6,123.3,87.3,36,592.2,28.2,2.2,0.127,13,PF,266,21,North Carolina,11.04,-,3.29,30,33,12,-%,-,-,79,80.5,105,85.25
Mardy Collins,TEM,30,37.6,6.4,15.4,0.416,1.6,5.8,0.276,3.1,4.9,0.644,2.5,2.3,1.9,4,5.9,3.6,2.8,0.4,17.5,0.497,0.476,133.4,4.2,11.3,7.4,27.3,10.7,5,0.8,27.7,1.8,1.1,108.2,97.5,10.7,373.9,23,0,0.002,29,SG,220,21,Temple,12,-,3.27,31.5,37.5,9,0.1,-,-,76.25,77.5,103,82
Steve Novak,MU,31,33.8,5.6,11.7,0.477,3.9,8.4,0.467,2.4,2.5,0.974,1,2.1,1.1,4.8,5.9,1.3,0.6,0.1,17.5,0.678,0.643,191.7,3.9,15.2,9.9,7.5,7.4,1.2,0.4,20.3,-0.6,1.5,139.4,102.2,37.3,385,22.6,4,0.116,32,PF,225,23,Marquette,11.11,-,3.37,24.5,31,5,0.081,-,-,80,81.25,103,81.5
Hassan Adams,U of A,31,33.3,7.5,15.8,0.478,0.5,2.1,0.262,1.9,3.1,0.611,2.2,1.9,2.2,2.9,5,2.9,2.6,0.5,17.5,0.625,0.594,165.9,11.9,13.1,12.5,9.3,12.3,2.7,4.8,23.3,-2.6,1.4,124.8,102.8,22,432.6,24.4,1,0.095,54,G,220,22,Arizona,,,,,,,,,,,,,
Kevin Love,UCLA,39,29.6,5.8,10.4,0.559,0.7,2.1,0.354,5.1,6.6,0.767,2,1.9,3.6,7,10.6,1.9,0.7,1.4,17.5,0.644,0.595,168,15.6,28.5,22.2,14.1,12.9,1.5,5.1,27.1,-2.5,1.7,132.2,85.4,46.9,670,33.8,14.3,0.245,5,PF/C,251,19,UCLA,11.17,-,3.22,29.5,35,18,0.129,-,-,79.75,81.5,106,83.25
Paul Davis,MSU,33,30.8,6.2,11,0.566,0.2,0.6,0.316,4.8,5.6,0.87,2.5,3.1,2.6,6.5,9.1,1.6,1,0.9,17.5,0.64,0.581,170.4,10.5,19.4,15.2,17.1,16.7,3.4,2.8,29.2,-4.3,1.7,121.2,100.1,21.2,352.6,27.3,0.2,0.037,34,FC,270,21,Michigan State,,,,,,,,,,,,,
Emeka Okafor,UConn,36,32.4,7.2,12.1,0.599,0,0,0,3.1,6.1,0.518,2.3,2.4,3.8,7.7,11.5,1,1,4.1,17.6,0.588,0.599,111.7,12.8,22,17.8,6.1,13.5,1.8,10.9,25.4,-4.9,1.5,115.5,83.6,31.9,663.5,28.5,8.2,0.147,2,C/PF,255,21,Connecticut,12.32,-,3.15,31.5,34,22,0.053,-,-,80.75,82,110.5,88
Aaron Brooks,UO,35,36.8,6.1,13.2,0.46,2.3,5.7,0.404,3.3,3.9,0.846,2.5,2.5,0.9,3.4,4.3,4.3,1.4,0.2,17.7,0.589,0.546,171,2.9,10.9,6.9,24,14.4,2.2,0.5,24.4,0.8,1.3,120.9,99,22,412.2,21.1,5.5,0.091,26,PG,161,22,Oregon,10.57,-,3.2,32.5,39.5,6,0.027,-,-,70,71.75,94,76
Thomas Robinson,KU,39,31.8,6.7,13.3,0.505,0.2,0.4,0.5,4.2,6.1,0.682,2.7,2.7,2.9,9,11.9,1.8,1.1,0.9,17.7,0.549,0.512,168.7,11.2,30.3,21.4,13.1,14.2,2,2.9,30,-4.6,1.3,109.7,84.2,25.5,580.6,26.4,1.6,0.09,5,PF,237,21,Kansas,11.96,-,3.17,28.5,35.5,15,0.05,9.75,10.5,79.75,80.75,106,87.25
Jeremy Lamb,UConn,34,37.2,6.4,13.4,0.478,2.1,6.2,0.336,2.9,3.6,0.81,2,1.7,0.9,3.9,4.9,1.7,1.2,0.6,17.7,0.589,0.556,162.4,3,11.2,7.3,10.1,11.7,2.1,1.7,23.9,-2.5,1.3,118.2,101.8,16.5,374.1,21.4,3.9,0.125,12,SG/SF,185,20,Connecticut,10.98,-,3.25,31.5,38,5,0.045,8.75,9.25,76,77.25,102,83
Dahntay Jones,DUKE,33,30.7,6,12.8,0.47,1.4,3.6,0.398,4.2,5.7,0.749,1.9,3.1,1.4,4.1,5.5,0.9,1.2,0.5,17.7,0.572,0.526,161.7,5.5,15.9,10.7,6,11,2,1.7,26.2,-4,1.4,116.4,94.6,21.8,315.1,20.8,2,0.067,20,SG/SF,225,22,Duke,10.91,-,3.11,30,39.5,-,0.026,-,-,76.75,,102.5,81
Donte Greene,SU,35,35.8,6.2,14.9,0.418,2.6,7.5,0.345,2.7,3.8,0.707,2.6,2.9,1.7,5.5,7.2,2,1.3,1.6,17.7,0.531,0.505,147,5.4,15.8,10.8,10.6,13.5,2,4.8,24.9,-3.2,1.2,108.3,100.7,7.6,414.1,18.6,1.5,0.044,28,PF,226,20,Syracuse,11.21,-,3.2,27.5,31.5,2,0.076,-,-,80.25,81,108,82
Kyle Singler,DUKE,40,36,5.7,13.8,0.415,2.1,5.3,0.399,4.2,5.2,0.798,2,2.1,2.2,4.7,6.9,2.4,1,0.8,17.7,0.549,0.514,153.7,10.5,16.9,13.6,15.5,14.2,2.8,3.1,26.3,-2.6,1.3,114.6,92.3,22.4,473.2,23.4,4.4,0.09,33,SF,228,23,Duke,11.22,-,3.21,23,30,10,0.1,8.25,8.75,79.5,80.5,106,82.1
Trey Thompkins,UGA,31,31,6.7,13.8,0.483,0.7,2,0.377,3.6,4.7,0.762,2.9,2.6,2.1,6.2,8.3,1.9,1,1.2,17.7,0.55,0.509,162.1,8.3,22.9,15.9,15.8,15.4,1.9,3.8,31.4,-5.4,1.3,108,99.3,8.8,376.4,24.2,0,0.004,37,PF,245,21,Georgia,11.72,-,3.41,27.5,30.5,15,0.155,9.25,9.75,80.5,81.75,107.5,85
Joey Graham,OSU,33,30.4,6.2,11.5,0.534,0.8,1.7,0.473,4.6,5.3,0.879,2.7,3.2,1.6,4.8,6.3,2.1,0.9,0.2,17.7,0.632,0.568,188.6,6.7,18.3,12.8,14,16.3,1.9,0.5,28.1,-4.4,1.5,120.7,97.5,23.2,365,23.5,3,0.108,16,G,225,23,Oklahoma State,10.62,-,3.05,30,36,26,-%,-,-,77.25,78.5,104,80
Antoine Wright,TAMU,31,33.9,6.2,12.4,0.501,2.3,5.1,0.447,3.1,4.5,0.691,2.4,2.5,1.6,4.3,6,2.2,1.2,0.7,17.8,0.613,0.594,163.8,5.9,13.9,10.1,14.5,14.3,2.2,2.7,25.8,-2.8,1.4,118.1,95.1,23.1,376.1,22.2,1.4,0.044,15,GF,210,21,Texas A&M,11.45,-,3.41,26.5,29.5,12,-%,-,-,77.25,78.25,104.5,80.75
Jon Brockman,UW,32,31.5,7.4,13.8,0.537,0,0,0,2.9,5.7,0.519,2.3,2.9,4.4,7.2,11.6,1.1,0.6,0.3,17.8,0.539,0.537,105.7,15.2,28,21.2,7.7,12.5,1.1,1,28.4,-5,1.3,111.2,98.3,12.8,424.1,24.5,1.9,0.132,38,PF,255,22,Washington,,,,,,,,,,,,,
Kyle Korver,CU,34,31.8,5.4,11.5,0.468,3.8,7.9,0.481,3.2,3.5,0.908,2,2.6,1.4,5,6.4,3.1,1.5,0.7,17.8,0.674,0.633,185.8,5.3,18.7,12.2,17.7,13.2,2.7,2.1,23.8,0.1,1.5,132.6,91.3,41.3,504.5,26.8,7.5,0.148,51,SF/SG,212,22,Creighton,11.42,-,3.47,25.5,31.5,13,0.067,-,-,78.25,,102.5,81.5
Kelly Olynyk,GU,32,26.4,6.7,10.7,0.629,0.3,0.9,0.3,4.1,5.3,0.776,2.4,2.2,2.4,4.9,7.3,1.7,0.7,1.1,17.8,0.675,0.642,170.5,12,20.8,16.7,15.8,15.4,1.6,5.1,31.3,-4.9,1.7,127.1,90.2,36.9,446.2,34.3,4.1,0.127,13,C/PF,238,22,Gonzaga,11.42,2.99,3.59,24.5,29.5,5,0.0665,8.5,10,82.75,84,108,81.75
Jared Cunningham,OSU,36,34.6,5.5,12.2,0.45,1.4,4.1,0.338,5.5,7.5,0.737,2.8,2.4,1,2.8,3.8,2.8,2.5,0.4,17.9,0.568,0.507,152.5,3.4,9.6,6.5,15.7,15.2,4.1,1.2,26.1,-2.7,1.5,111.2,99,12.2,388.2,21.2,0.1,0.014,24,SG,188,21,Oregon State,-,-,-,-,-,4,0.036,8.25,9,75.5,77,98,78.5
Elliot Williams,UM,34,33.3,5.2,11.4,0.459,1.8,4.8,0.366,5.7,7.5,0.758,2.9,2,0.7,3.2,4,3.8,1.3,0.1,17.9,0.599,0.536,158.2,2.7,11.4,7.1,24,16.4,2.4,0.4,27.8,-1.3,1.6,116.9,100.6,16.3,373,22.3,0.3,0.105,22,SG,190,21,Memphis,,,,,,,,,,,,,
Patrick Patterson,UK,34,33.6,7.1,11.7,0.605,0,0,0,3.8,4.9,0.768,1.9,2.2,2.7,6.6,9.3,1.9,0.6,2.1,17.9,0.639,0.605,137.2,10.4,20.1,15.8,13.1,11.8,1,6.3,23.4,-1.7,1.5,127,91.7,35.3,563.2,26.8,6.1,0.137,14,PF,230,21,Kentucky,11.14,-,3.25,28.5,33.5,17,0.053,9.25,10.25,80,81.25,107,85.25
Joe Crawford,UK,30,33.6,6.3,13.4,0.469,2.1,5.8,0.364,3.3,4.3,0.762,2.8,2.7,1,2.6,3.6,2.1,0.6,0.2,17.9,0.581,0.547,159.5,4.1,8.9,6.7,16.1,15.2,1,0.6,29,-4.1,1.3,110.4,103.7,6.6,240.5,18.7,0,0.037,58,G,207,22,Kentucky,11.67,-,3.22,31,36,13,0.076,-,-,75,76,99.5,77.75
Reece Gaines,U of L,32,32.2,5.5,12,0.462,2.3,5.9,0.397,4.5,6.2,0.736,3,2.6,0.6,2.4,2.9,5,1.7,0.1,17.9,0.602,0.56,159.5,2,8,5,29.3,16.6,2.9,0.4,26.2,1,1.5,119,95.9,23.1,368.9,22.1,0,0.004,15,G,210,22,Louisville,,,,,,,,,,,,,
Keith Benson,OU,35,32.4,6.6,12.1,0.547,0.3,0.7,0.391,4.5,7,0.643,1.9,3.1,2.7,7.5,10.1,1.1,0.8,3.6,17.9,0.641,0.622,128.9,11.5,22.2,17,5.4,8.6,1.3,9.6,22.9,-2.2,1.7,132.3,100.5,31.8,478.4,29.3,0,-0.005,48,C,240,22,Oakland,11.88,-,3.35,31.5,36,12,0.061,9.5,11,82,83,109.5,87.75
Justin Harper,RICH,37,31.8,6.6,12.4,0.534,2.1,4.6,0.448,2.5,3.2,0.797,1.5,2.2,1.7,5.2,6.9,1.2,0.6,1.2,17.9,0.642,0.618,177.8,6.4,18.9,12.8,8.9,9.8,1.2,4,26.9,-2.5,1.4,123.7,94.5,29.2,494,27,0,0.039,32,PF/SF,225,21,Richmond,11.92,-,3.3,28.5,33,19,0.04,9,9.25,80,80.75,106,83.75
Shabazz Muhammad,UCLA,32,30.8,6.3,14.2,0.443,1.2,3.3,0.377,4,5.6,0.711,1.6,1.7,2.7,2.5,5.2,0.8,0.7,0.1,17.9,0.528,0.487,153.1,9.9,8.7,9.3,5.8,8.6,1.3,0.4,30.1,-3.2,1.3,109.9,104.1,5.8,286,20.9,2.7,0.086,14,SF,223,20,UCLA,10.99,2.93,3.32,29.5,37,10,0.09,9,10,76.75,78.25,104.5,83
Mike Scott,UVA,32,31.2,6.7,11.9,0.563,0.2,0.6,0.3,4.3,5.4,0.808,2.1,1.8,2.2,6.1,8.3,1.2,0.7,0.5,18,0.62,0.571,167.1,9.6,24.2,17.2,10.7,12.6,1.4,1.8,30.9,-4.7,1.5,118.4,86.4,32,418.2,29.5,3.2,0.132,43,PF,237,23,Virginia,11.59,-,3.44,27,32.5,14,0.106,8.5,9,79.25,80.75,104,82.75
E'Twaun Moore,PU,34,33.9,6.5,14.5,0.447,2.1,5.1,0.4,2.9,4.1,0.709,1.8,2.1,1.5,3.6,5.1,3.2,1.2,0.5,18,0.545,0.518,155.7,5.1,12.5,8.8,20.9,9.8,2.2,1.6,28.1,1,1.2,114.4,94.1,20.3,403.1,22.4,3,0.073,55,SG,191,22,Purdue,11.12,-,3.31,32,34.5,-,0.076,9,10,74.5,76,99.5,81.5
Tristan Thompson,UNT,33,32,4.8,10.4,0.459,2,4.8,0.418,6.4,7.7,0.834,2.2,1.9,0.5,2.7,3.2,1.8,0.7,0.1,18,0.639,0.555,171.1,2,9.4,6,11.7,13.8,1.4,0.4,26,-3.3,1.7,124.7,104.9,19.7,304.9,22.1,8.7,0.185,4,PF,238,20,Texas,10.92,-,3.26,30,35,9,0.062,8.75,9.25,79.5,80.75,108.5,85.25
Will Barton,UM,35,35.3,6.6,12.9,0.509,1.1,3.1,0.346,3.8,5.1,0.749,2.1,2.1,2,6,8,2.9,1.4,0.7,18,0.587,0.55,160.3,7.4,18.8,13.6,17.4,12.3,2.4,2.1,25.8,-0.6,1.4,119.1,90.9,28.2,516.6,25.5,4.5,0.111,40,SG,175,21,Memphis,12.5,-,3.6,30,34,0,0.041,9,9.5,77,78,102.5,81.75
Chase Budinger,U of A,35,37.6,6.3,13,0.48,1.9,4.8,0.399,3.6,4.5,0.801,2.4,1.9,1.4,4.8,6.2,3.4,1.4,0.5,18,0.594,0.554,168,4.8,14.8,10.1,19,13.8,2.3,1.4,24.6,-0.5,1.4,120,105.3,14.8,471,22.9,3.4,0.095,44,SF,215,21,Arizona,11.08,-,3.24,29.5,38.5,10,0.1,-,-,78.25,79,101,79
Damion James,UT,34,30.3,6.2,12.3,0.502,1.1,2.8,0.383,4.6,6.8,0.674,2,2.9,3.1,7.1,10.3,1,1.7,1.2,18,0.579,0.545,155.9,10.9,23.8,17.5,6.1,11.6,3,3.6,26.3,-4.2,1.5,119.5,87.2,32.4,511.5,27.2,0.1,0.015,24,SF,225,22,Texas,10.89,-,3.2,29,33,13,0.096,9.25,8.5,78.25,79.75,107,84.75
Acie Law,TAMU,34,33.9,6.4,12.7,0.5,1.1,2.4,0.458,4.2,5.4,0.778,2.6,2.4,0.2,3.1,3.3,5,1.1,0,18.1,0.591,0.544,173.6,0.9,10.2,6,30.9,14.5,2.1,0.1,27.9,2.2,1.4,118.2,92.9,25.3,386.9,22.5,0.7,0.062,11,SG,202,22,Texas A&M,11,-,3.22,29,34,8,0.056,-,-,74,75.5,98,78.5
Chris Douglas-Roberts,UM,40,28.7,6.5,12,0.541,1.1,2.7,0.413,4,5.7,0.712,2.1,1.7,1.3,2.8,4.1,1.8,1.2,0.4,18.1,0.617,0.588,166.6,5,10.4,7.7,12.8,12.4,2.5,1.5,27.7,-3,1.5,121.6,90.9,30.7,437,25.5,2.4,0.113,40,SG,210,21,Memphis,,,,,,,,,,,,,
Lazar Hayward,MU,34,32.3,6.5,15.1,0.432,1.9,5.5,0.349,3.1,3.7,0.843,2,3.4,2.1,5.4,7.5,1.5,1.9,0.5,18.1,0.536,0.495,162.4,8.3,21.2,14.7,11.2,10.4,3.6,1.7,31.7,-3.1,1.2,109.9,93.3,16.7,402.4,24.5,0.3,0.035,30,SF,225,23,Marquette,10.87,-,3.31,31,36,15,0.075,9.25,9.5,76.5,77.75,102,84.75
Reggie Jackson,BC,34,34.1,6.4,12.8,0.503,2.1,5,0.42,3.2,4,0.796,2.4,1.7,1,3.3,4.3,4.5,1.1,0.5,18.2,0.618,0.585,171.9,3.8,11.5,7.8,29.7,13.9,1.9,1.7,27.2,1.8,1.4,123,108.7,14.3,454.6,25,6.9,0.136,24,PG,208,21,Boston College,,,,,,,,,,,,,
Julius Hodge,NCST,31,34.9,6.1,12.1,0.508,0.8,2.3,0.361,5.1,6.2,0.828,3.1,2.6,1.8,4.6,6.4,3.6,1.4,0.8,18.2,0.607,0.543,169.7,6.3,15,10.8,23.6,17.3,2.4,2.5,27.2,-2.1,1.5,117.6,96.9,20.7,415.8,23.7,0.2,0.115,20,SF,210,21,NC State,10.89,-,3.18,24.5,29,14,-%,-,-,78,79,107.5,84.5
